documents	NNS	E-NP	O	I-AM-TMP	O	False
or	CC	O	O	I-AM-TMP	O	False
they	PRP	S-NP	O	I-AM-TMP	O	False
came	VBD	S-VP	O	I-AM-TMP	O	False
through	RP	S-PP	O	I-AM-TMP	O	False
as	IN	S-PP	O	I-AM-TMP	O	False
gibberish	NN	S-NP	O	E-AM-TMP	O	False
,	,	O	O	-	O	False
I	PRP	S-NP	O	S-A0	O	False
broke	VBD	S-VP	O	B-V	O	False
down	RB	S-ADVP	O	E-V	O	False
and	CC	O	O	-	O	False
spent	VBD	S-VP	O	S-V	O	False
another	DT	B-NP	O	B-A1	O	False
$	$	I-NP	O	I-A1	O	False
100	CD	E-NP	O	E-A1	O	False
to	TO	B-VP	O	B-AM-PNC	O	False
get	VB	E-VP	O	S-V	O	False
Microsoft	NNP	B-NP	B-ORG	B-A1	O	False
Word	NNP	E-NP	I-ORG	E-A1	O	False
for	IN	S-PP	I-ORG	B-A2	O	False
Mac	NNP	S-NP	E-ORG	E-A2	O	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Certainty	False
believe	VBP	S-VP	O	S-V	Certainty	False
I	PRP	S-NP	O	S-A0	Certainty	False
purchased	VBD	S-VP	O	S-V	Commerce_buy	False
this	DT	S-NP	O	S-A1	Commerce_buy	False
in	IN	S-PP	O	B-AM-TMP	Commerce_buy	False
Dec	NNP	B-NP	O	I-AM-TMP	Commerce_buy	False
09	CD	E-NP	O	E-AM-TMP	Commerce_buy	False
for	IN	S-PP	O	B-AM-PNC	O	False
my	PRP$	B-NP	O	B-A1	O	False
primary	JJ	I-NP	O	I-A1	First_rank	False
work	NN	I-NP	O	I-A1	Working_on	False
laptop	NN	E-NP	O	E-A1	First_rank	False
which	WDT	S-NP	O	S-R-A1	O	False
is	VBZ	B-VP	O	I-AM-PNC	O	False
used	VBN	E-VP	O	S-V	Using	False
5-10	CD	B-NP	O	B-AM-TMP	Using	False
hours	NNS	E-NP	O	I-AM-TMP	Using	False
a	DT	B-NP	O	I-AM-TMP	Measure_duration	False
day	NN	E-NP	O	E-AM-TMP	Measure_duration	False
,	,	O	O	I-A1	Using	False
4-6	CD	B-NP	O	I-A1	Using	False
days	NNS	E-NP	O	I-A1	Using	False
a	DT	B-NP	O	I-A1	Measure_duration	False
week	NN	E-NP	O	E-A1	Calendric_unit	False
.	.	O	O	-	O	False

DO	VB	B-VP	O	-	O	False
NOT	RB	I-VP	O	S-AM-NEG	O	False
BUY	VB	E-VP	O	S-V	O	False
GATEWAY	NN	B-NP	O	B-A1	O	False
COMPUTERS	NNS	E-NP	O	I-A1	O	False
THEY	PRP	S-NP	O	I-A1	O	False
ARE	VBP	S-VP	O	I-A1	O	False
JUNK	NN	S-NP	O	I-A1	O	False
AND	CC	O	O	I-A1	O	False
THE	DT	B-NP	O	I-A1	O	False
WARRANTY	NN	I-NP	O	I-A1	O	False
COMPANY	NN	E-NP	O	I-A1	O	False
IS	VBZ	S-VP	O	I-A1	O	False
HORRIBLE	JJ	S-ADJP	O	E-A1	O	False
.	.	O	O	-	O	False

then	RB	S-ADVP	O	-	O	False
on	IN	S-PP	O	-	O	False
top	NN	S-NP	O	-	O	False
of	IN	S-PP	O	-	O	False
it	PRP	S-NP	O	-	O	False
all	DT	B-NP	O	-	O	False
their	PRP$	I-NP	O	-	O	False
cusromer	JJ	I-NP	O	-	O	True
service	NN	I-NP	O	-	O	True
center	NN	E-NP	O	-	O	True
is	VBZ	S-VP	O	-	O	False
in	IN	S-PP	O	-	O	False
the	DT	B-NP	O	-	O	False
middle	JJ	I-NP	O	-	O	False
east	NN	E-NP	O	-	O	False
.	.	O	O	-	O	False

The	DT	B-NP	O	-	O	False
only	RB	I-NP	O	-	O	False
bad	JJ	I-NP	O	-	O	False
part	NN	E-NP	O	-	O	False
is	VBZ	S-VP	O	-	O	False
the	DT	B-NP	O	-	O	False
size/weight	NN	E-NP	O	-	O	False
.	.	O	O	-	O	False

The	DT	B-NP	O	-	O	False
little	JJ	I-NP	O	-	O	False
battery	NN	E-NP	O	-	O	True
that	IN	S-SBAR	O	-	O	False
it	PRP	S-NP	O	S-A0	O	False
did	VBD	B-VP	O	-	O	False
have	VB	I-VP	O	-	O	False
would	MD	I-VP	O	-	O	False
only	RB	I-VP	O	-	O	False
last	JJ	E-VP	O	-	O	False
about	IN	S-PP	O	-	O	False
an	DT	B-NP	O	-	O	False
hour	NN	E-NP	O	-	O	False
while	IN	S-SBAR	O	-	O	False
just	RB	S-ADVP	O	S-AM-TMP	O	False
having	VBG	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	O	False
on	IN	S-PP	O	B-AM-LOC	O	False
the	DT	B-NP	O	I-AM-LOC	O	False
desktop	NN	E-NP	O	E-AM-LOC	O	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Scrutiny	False
liked	VBD	S-VP	O	S-V	O	False
the	DT	B-NP	O	B-A1	O	False
aluminum	NN	I-NP	O	I-A1	O	True
body	NN	E-NP	O	E-A1	O	True
.	.	O	O	-	O	False

also	RB	S-ADVP	O	-	O	False
it	PRP	S-NP	O	-	O	False
is	VBZ	S-VP	O	-	O	False
light	JJ	B-NP	O	-	Evaluative_comparison	False
weight	NN	E-NP	O	-	Evaluative_comparison	False
compared	VBN	S-PP	O	-	Evaluative_comparison	False
to	TO	S-PP	O	-	Evaluative_comparison	False
others	NNS	S-NP	O	-	Evaluative_comparison	False
.	.	O	O	-	O	False

Its	PRP$	B-NP	O	-	O	False
good	JJ	E-NP	O	-	O	False
for	IN	S-PP	O	-	O	False
playing	VBG	S-VP	O	S-V	O	True
my	PRP$	B-NP	O	B-A1	O	False
apps	NNS	E-NP	O	E-A1	O	False
on	IN	S-PP	O	B-AM-LOC	O	False
Facebook	NNP	S-NP	O	E-AM-LOC	O	False
or	CC	O	O	-	O	False
watching	VBG	S-VP	O	S-V	O	True
movies	NNS	S-NP	O	S-A1	O	True
.	.	O	O	-	O	False

From	IN	S-PP	O	-	O	False
the	DT	B-NP	O	-	O	False
build	NN	I-NP	O	S-V	O	True
quality	NN	E-NP	O	S-A1	O	True
to	TO	S-PP	O	-	O	False
the	DT	B-NP	O	-	O	False
performance	NN	E-NP	O	-	O	True
,	,	O	O	-	O	False
everything	NN	S-NP	O	-	O	False
about	IN	S-PP	O	-	O	False
it	PRP	S-NP	O	-	O	False
has	VBZ	B-VP	O	-	O	False
been	VBN	E-VP	O	-	O	False
sub-par	JJ	S-ADJP	O	-	O	False
from	IN	S-PP	O	-	O	False
what	WP	S-NP	O	S-R-A1	O	False
I	PRP	S-NP	O	S-A0	O	False
would	MD	B-VP	O	S-AM-MOD	O	False
have	VB	I-VP	O	-	O	False
expected	VBN	E-VP	O	S-V	O	False
from	IN	S-PP	O	B-C-A1	O	False
Apple	NNP	S-NP	S-ORG	E-C-A1	O	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	O	False
love	VBP	S-VP	O	S-V	O	False
the	DT	B-NP	O	B-A1	O	False
dock	NN	E-NP	O	I-A1	O	True
where	WRB	S-ADVP	O	I-A1	O	False
I	PRP	S-NP	O	S-A0	O	False
can	MD	B-VP	O	S-AM-MOD	O	False
simply	RB	I-VP	O	S-AM-ADV	O	False
drop	VB	E-VP	O	S-V	O	False
a	DT	B-NP	O	B-A1	O	False
file	NN	I-NP	O	I-A1	O	False
ontop	NN	E-NP	O	I-A1	O	False
of	IN	S-PP	O	I-A1	O	False
a	DT	B-NP	O	I-A1	O	False
particular	JJ	I-NP	O	I-A1	O	False
program	NN	E-NP	O	E-A1	O	True
,	,	O	O	-	O	False
and	CC	O	O	-	O	False
the	DT	B-NP	O	B-A0	O	False
program	NN	E-NP	O	E-A0	O	True
will	MD	B-VP	O	S-AM-MOD	O	False
simply	RB	I-VP	O	S-AM-ADV	O	False
open	VB	E-VP	O	S-V	O	False
that	DT	B-NP	O	B-A1	O	False
file	NN	E-NP	O	E-A1	O	False
.	.	O	O	-	O	False

Sorry	JJ	B-NP	O	-	O	False
,	,	I-NP	O	-	O	False
newegg	UH	E-NP	O	-	O	False
.	.	O	O	-	O	False

Be	VB	S-VP	O	-	O	False
safe	JJ	B-NP	O	-	Risky_situation	False
buy	NN	E-NP	O	-	Commerce_buy	False
a	DT	B-NP	O	-	Commerce_buy	False
Sony	NNP	E-NP	S-ORG	-	Commerce_buy	False
.	.	O	O	-	O	False

pretty	RB	B-ADVP	O	-	O	False
much	JJ	E-ADVP	O	-	O	False
everything	NN	S-NP	O	-	O	False
else	RB	S-ADJP	O	-	O	False
about	IN	S-PP	O	-	O	False
the	DT	B-NP	O	-	O	False
computer	NN	E-NP	O	-	O	False
is	VBZ	S-VP	O	-	O	False
good	JJ	S-ADJP	O	-	O	False
it	PRP	S-NP	O	-	Using	False
just	RB	S-ADVP	O	S-AM-ADV	O	False
stops	VBZ	B-VP	O	S-V	O	False
working	VBG	E-VP	O	S-V	O	True
out	IN	S-PP	O	I-A1	O	False
of	IN	S-PP	O	I-A1	O	False
no	DT	S-NP	O	I-A1	Quantity	False
were	VBD	S-VP	O	E-A1	O	False
.	.	O	O	-	O	False

Originally	RB	S-ADVP	O	S-AM-TMP	Commerce_buy	False
bought	VBD	S-VP	O	S-V	Commerce_buy	False
it	PRP	S-NP	O	S-A1	Commerce_buy	False
for	IN	S-PP	O	B-A3	O	False
my	PRP$	B-NP	O	I-A3	Personal_relationship	False
wife	NN	E-NP	O	E-A3	Personal_relationship	False
.	.	O	O	-	O	False

It	PRP	S-NP	O	-	O	False
was	VBD	S-VP	O	-	O	False
truly	RB	S-ADVP	O	-	O	False
a	DT	B-NP	O	B-A1	O	False
great	JJ	I-NP	O	I-A1	O	False
computer	NN	E-NP	O	E-A1	O	False
costing	VBG	S-VP	O	S-V	O	True
less	JJR	B-NP	O	B-A2	O	False
than	IN	I-NP	O	I-A2	O	False
one	CD	I-NP	O	I-A2	O	False
thousand	CD	I-NP	O	I-A2	O	False
bucks	NNS	E-NP	O	E-A2	O	False
before	IN	S-PP	O	B-AM-TMP	O	False
tax	NN	S-NP	O	E-AM-TMP	O	False
.	.	O	O	-	O	False

Waiting	VBG	S-VP	O	S-V	O	False
for	IN	S-PP	O	B-A2	O	False
the	DT	B-NP	O	I-A2	O	False
i7	NN	E-NP	O	E-A2	O	True
was	VBD	S-VP	O	-	O	False
well	RB	B-ADJP	O	-	O	False
worth	JJ	E-ADJP	O	-	O	False
it	PRP	S-NP	O	-	O	False
,	,	O	O	-	O	False
great	JJ	B-NP	O	-	O	False
value	NN	E-NP	O	-	O	False
for	IN	S-PP	O	-	O	False
the	DT	B-NP	O	-	O	False
price	NN	E-NP	O	-	O	True
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Experiencer_focus	False
bought	VBD	S-VP	O	S-V	Commerce_buy	False
this	DT	B-NP	O	B-A1	Commerce_buy	False
laptop	NN	E-NP	O	E-A1	Commerce_buy	False
on	IN	S-PP	O	B-AM-TMP	O	False
Saturday	NNP	S-NP	O	E-AM-TMP	Calendric_unit	False
and	CC	O	O	-	O	False
am	VBP	S-VP	O	-	O	False
completely	RB	S-ADVP	O	-	O	False
in	IN	S-PP	O	-	O	False
love	NN	S-NP	O	-	Experiencer_focus	False
with	IN	S-PP	O	-	O	False
it	PRP	S-NP	O	-	O	False
!	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Request	False
asked	VBD	S-VP	O	S-V	Request	False
how	WRB	S-ADVP	O	S-R-AM-MNR	Request	False
they	PRP	S-NP	O	S-A0	Contingency	False
would	MD	B-VP	O	S-AM-MOD	Request	False
determine	VB	E-VP	O	S-V	Contingency	False
that	IN	S-SBAR	O	B-A1	Request	False
since	IN	S-SBAR	O	B-AM-TMP	Request	False
there	EX	S-NP	O	I-AM-TMP	Existence	False
are	VBP	S-VP	O	I-AM-TMP	Existence	False
no	DT	B-NP	O	I-AM-TMP	Quantity	False
scratches	NNS	E-NP	O	E-AM-TMP	Existence	False
,	,	O	O	I-A1	Existence	False
dents	NNS	S-NP	O	I-A1	Existence	False
or	CC	O	O	I-A1	Existence	False
other	JJ	B-NP	O	I-A1	Existence	False
signs	NNS	E-NP	O	I-A1	Existence	False
of	IN	S-PP	O	I-A1	Type	False
damage	NN	S-NP	O	I-A1	Damaging	False
and	CC	O	O	I-A1	O	False
was	VBD	B-VP	O	I-A1	O	False
told	VBN	E-VP	O	S-V	Telling	False
that	DT	S-NP	O	B-A1	Telling	False
was	VBD	S-VP	O	I-A1	Telling	False
the	DT	B-NP	O	B-AM-MNR	Telling	False
only	JJ	I-NP	O	I-AM-MNR	Telling	False
way	NN	E-NP	O	E-AM-MNR	Telling	False
this	DT	B-NP	O	B-A1	Event	False
type	NN	E-NP	O	I-A1	Event	False
of	IN	S-PP	O	I-A1	Event	False
damage	NN	S-NP	O	E-A1	Damaging	False
could	MD	B-VP	O	S-AM-MOD	Telling	False
happen	VB	E-VP	O	S-V	Event	False
.	.	O	O	-	O	False

Now	RB	S-ADVP	O	B-A2	O	False
,	,	O	O	I-A2	O	False
,	,	O	O	I-A2	O	False
,	,	O	O	I-A2	O	False
,	,	O	O	I-A2	O	False
,	,	O	O	I-A2	O	False
my	PRP$	B-NP	O	I-A2	O	False
monitor	NN	E-NP	O	E-A2	O	True
has	VBZ	B-VP	O	-	O	False
been	VBN	I-VP	O	-	O	False
acting	VBG	E-VP	O	B-V	O	False
up	RP	S-PRT	O	E-V	O	False
for	IN	S-PP	O	B-AM-TMP	O	False
about	IN	B-NP	O	I-AM-TMP	O	False
2	CD	I-NP	O	I-AM-TMP	O	False
months	NNS	E-NP	O	E-AM-TMP	O	False
.	.	O	O	-	O	False

Also	RB	S-ADVP	O	-	O	False
,	,	O	O	-	O	False
the	DT	B-NP	O	-	O	False
extended	JJ	I-NP	O	-	O	True
warranty	NN	E-NP	O	-	O	True
was	VBD	S-VP	O	-	O	False
a	DT	B-NP	O	-	O	False
problem	NN	E-NP	O	-	O	False
.	.	O	O	-	O	False

Boots	NNS	S-VP	O	-	O	False
up	RP	S-PRT	O	-	O	False
fast	RB	S-ADVP	O	-	O	False
and	CC	O	O	-	O	False
runs	VBZ	S-VP	O	S-V	O	True
great	JJ	S-ADJP	O	S-C-A1	O	False
!	.	O	O	-	O	False

Lightweight	JJ	S-ADJP	O	-	O	False
and	CC	O	O	-	O	False
the	DT	B-NP	O	-	O	False
screen	NN	E-NP	O	-	O	True
is	VBZ	S-VP	O	-	O	False
beautiful	JJ	S-ADJP	O	-	O	False
!	.	O	O	-	O	False

Buy	VB	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	Experiencer_focus	False
,	,	O	O	-	O	False
love	VBP	S-VP	O	S-V	Experiencer_focus	False
it	PRP	S-NP	O	S-A1	Experiencer_focus	False
,	,	O	O	-	O	False
and	CC	O	O	-	O	False
I	PRP	S-NP	O	S-A0	Commitment	False
promise	VBP	S-VP	O	S-V	Commitment	False
you	PRP	S-NP	O	S-A0	Commitment	False
wo	MD	B-VP	O	S-AM-MOD	Commitment	False
n't	RB	I-VP	O	S-AM-NEG	Commitment	False
regret	VB	E-VP	O	S-V	Commitment	False
it	PRP	S-NP	O	S-A1	Commitment	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Scrutiny	False
needed	VBD	S-VP	O	S-V	O	False
a	DT	B-NP	O	B-A1	O	False
driver	NN	E-NP	O	E-A1	O	True
for	IN	S-PP	O	B-AM-PNC	O	False
my	PRP$	B-NP	O	I-AM-PNC	O	False
HP	NNP	E-NP	O	E-AM-PNC	O	False
and	CC	O	O	-	O	False
they	PRP	S-NP	O	S-A0	O	False
would	MD	B-VP	O	S-AM-MOD	O	False
not	RB	I-VP	O	S-AM-NEG	O	False
help	VB	E-VP	O	S-V	O	False
me	PRP	S-NP	O	S-A0	O	False
with	IN	S-PP	O	B-A1	O	False
out	IN	S-PP	O	I-A1	O	False
me	PRP	S-NP	O	S-A0	O	False
paying	VBG	S-VP	O	S-V	O	False
over	IN	B-NP	O	B-A1	O	False
$	$	I-NP	O	I-A1	O	False
50	CD	E-NP	O	E-A1	O	False
for	IN	S-PP	O	B-A3	O	False
it	PRP	S-NP	O	E-A3	O	False
.	.	O	O	-	O	False

If	IN	S-SBAR	O	-	O	False
you	PRP	S-NP	O	S-A0	Intentionally_act	False
do	VBP	B-VP	O	-	Intentionally_act	False
n't	RB	I-VP	O	S-AM-NEG	O	False
like	VB	E-VP	O	S-V	Similarity	False
fingerprints	NNS	S-NP	O	S-A1	Intentionally_act	False
,	,	O	O	-	O	False
this	DT	S-NP	O	-	O	False
might	MD	B-VP	O	-	Likelihood	False
not	RB	I-VP	O	-	O	False
be	VB	E-VP	O	-	O	False
the	DT	B-NP	O	-	O	False
laptop	NN	E-NP	O	-	O	False
for	IN	S-PP	O	-	O	False
you	PRP	S-NP	O	-	Intentionally_act	False
.	.	O	O	-	O	False

Call	VB	B-NP	O	S-V	O	False
tech	NN	I-NP	O	B-A1	O	True
support	NN	E-NP	O	E-A1	O	True
,	,	O	O	-	O	False
standard	JJ	B-NP	O	B-A2	O	False
email	NN	E-NP	O	E-A2	O	False
the	DT	B-NP	O	B-A1	O	False
form	NN	E-NP	O	I-A1	O	False
and	CC	O	O	I-A1	O	False
fax	NN	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	O	False
back	RB	S-ADVP	O	B-AM-LOC	O	False
in	IN	S-PP	O	I-AM-LOC	O	False
to	TO	S-PP	O	I-AM-LOC	O	False
us	PRP	S-NP	O	E-AM-LOC	O	False
.	.	O	O	-	O	False

Just	RB	B-NP	O	B-AM-TMP	O	False
a	DT	I-NP	O	I-AM-TMP	Measure_duration	False
month	NN	E-NP	O	I-AM-TMP	Measure_duration	False
and	CC	O	O	I-AM-TMP	O	False
a	DT	B-NP	O	I-AM-TMP	Measure_duration	False
half	NN	I-NP	O	I-AM-TMP	Part_whole	False
or	CC	I-NP	O	I-AM-TMP	O	False
two	CD	I-NP	O	I-AM-TMP	Cardinal_numbers	False
months	NNS	E-NP	O	I-AM-TMP	Cardinal_numbers	False
ago	RB	S-ADVP	O	E-AM-TMP	Time_vector	False
,	,	O	O	-	O	False
my	PRP$	B-NP	O	B-A1	Cause_impact	False
VAIO	NNP	E-NP	S-ORG	E-A1	Cause_impact	False
crashed	VBD	S-VP	O	S-V	Cause_impact	False
again	RB	S-ADVP	O	S-AM-TMP	O	False
.	.	O	O	-	O	False

They	PRP	S-NP	O	S-A0	O	False
sent	VBD	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	Using	False
back	RP	S-ADVP	O	S-A2	O	False
with	IN	S-PP	O	B-A1	O	False
a	DT	B-NP	O	I-A1	O	False
huge	JJ	I-NP	O	I-A1	O	False
crack	NN	E-NP	O	I-A1	O	False
in	IN	S-PP	O	I-A1	O	False
it	PRP	S-NP	O	E-A1	Using	False
and	CC	O	O	-	O	False
it	PRP	S-NP	O	-	Using	False
still	RB	S-ADVP	O	-	O	False
did	VBD	O	O	-	O	False
n't	RB	O	O	-	O	False
work	NN	S-NP	O	-	O	True
.	.	O	O	-	O	False

A	DT	B-NP	O	B-AM-TMP	O	False
coupla	JJ	I-NP	O	I-AM-TMP	O	False
months	NNS	E-NP	O	I-AM-TMP	O	False
later	RB	S-ADVP	O	E-AM-TMP	O	False
,	,	O	O	-	O	False
they	PRP	S-NP	O	S-A0	O	False
change	VBP	S-VP	O	S-V	O	False
my	PRP$	B-NP	O	B-A1	O	False
hard	JJ	I-NP	O	I-A1	O	True
drive	NN	E-NP	O	E-A1	O	True
.	.	O	O	-	O	False

I	PRP	S-NP	O	-	Contacting	False
did	VBD	S-VP	O	-	Intentionally_act	False
contact	NN	B-NP	O	-	Contacting	False
HP	NNP	E-NP	O	-	Contacting	False
and	CC	O	O	-	O	False
share	NN	S-VP	O	-	O	False
how	WRB	B-ADJP	O	-	O	False
unhappy	JJ	E-ADJP	O	-	O	False
I	PRP	S-NP	O	-	Contacting	False
am	VBP	S-VP	O	-	O	False
.	.	O	O	-	O	False

The	DT	B-NP	O	B-A1	O	False
Macbook	NNP	E-NP	S-ORG	E-A1	O	False
arrived	VBD	S-VP	O	S-V	O	False
in	IN	S-PP	O	B-A4	O	False
a	DT	B-NP	O	I-A4	O	False
nice	JJ	I-NP	O	I-A4	O	False
twin	NN	I-NP	O	I-A4	O	True
packing	NN	E-NP	O	E-A4	O	True
and	CC	O	O	-	O	False
sealed	VBN	S-VP	O	S-V	O	False
in	IN	S-PP	O	B-AM-LOC	O	False
the	DT	B-NP	O	I-AM-LOC	O	False
box	NN	E-NP	O	E-AM-LOC	O	False
,	,	O	O	-	O	False
all	PDT	B-NP	O	B-A0	O	False
the	DT	I-NP	O	I-A0	O	False
functions	NNS	E-NP	O	E-A0	O	True
works	VBZ	S-VP	O	S-V	O	False
great	JJ	S-ADJP	O	S-A2	O	False
.	.	O	O	-	O	False

The	DT	B-NP	O	-	O	False
13	CD	I-NP	O	-	O	False
''	''	I-NP	O	-	O	False
MacBook	NNP	I-NP	B-ORG	-	O	False
Pro	NNP	E-NP	E-ORG	-	Expertise	False
is	VBZ	S-VP	O	-	O	False
portable	JJ	S-ADJP	O	-	Bringing	False
,	,	O	O	-	O	False
durable	JJ	S-ADJP	O	-	O	False
,	,	O	O	-	O	False
and	CC	O	O	-	O	False
very	RB	B-ADJP	O	-	Degree	False
capable	JJ	E-ADJP	O	-	Degree	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Used_up	False
should	MD	B-VP	O	S-AM-MOD	Required_event	False
have	VB	I-VP	O	-	O	False
spent	VBN	E-VP	O	S-V	Used_up	False
an	DT	B-NP	O	B-A1	O	False
extra	JJ	I-NP	O	I-A1	O	False
hundred	CD	I-NP	O	I-A1	Cardinal_numbers	False
bucks	NNS	E-NP	O	E-A1	Cardinal_numbers	False
and	CC	O	O	-	O	False
got	VBD	S-VP	O	S-V	Getting	False
a	DT	B-NP	O	B-A1	Getting	False
full	JJ	I-NP	O	I-A1	Getting	False
sized	VBN	I-NP	O	I-A1	Getting	False
computer	NN	E-NP	O	E-A1	Getting	False
.	.	O	O	-	O	False

Great	JJ	B-NP	O	-	Desirability	False
overall	JJ	E-NP	O	-	Clothing	False
.	.	O	O	-	O	False

My	PRP$	B-NP	O	-	O	False
smart	JJ	I-NP	O	-	Mental_property	False
phone	NN	E-NP	O	-	Contacting	False
is	VBZ	S-VP	O	-	O	False
faster	RBR	S-ADJP	O	-	O	False
!	.	O	O	-	O	False

They	PRP	S-NP	O	S-A0	O	False
say	VBP	S-VP	O	S-V	O	False
sorry	JJ	S-ADJP	O	B-A1	O	False
out	IN	S-PP	O	I-A1	O	False
of	IN	S-PP	O	I-A1	O	False
warranty	NN	S-NP	O	E-A1	O	True
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Be_in_control	False
have	VBP	S-VP	O	S-V	Possession	False
full	JJ	B-NP	O	B-A1	Be_in_control	False
control	NN	E-NP	O	I-A1	Be_in_control	False
at	IN	S-PP	O	I-A1	O	False
all	DT	B-NP	O	I-A1	O	False
times	NNS	E-NP	O	I-A1	Event_instance	False
of	IN	S-PP	O	I-A1	O	False
what	WP	S-NP	O	S-R-A1	Process_continue	False
is	VBZ	B-VP	O	I-A1	O	False
going	VBG	E-VP	O	B-V	Process_continue	False
on	RB	S-ADVP	O	E-V	Process_continue	False
-	:	O	O	I-A1	O	False
there	EX	S-NP	O	I-A1	Existence	False
is	VBZ	S-VP	O	I-A1	Existence	False
no	DT	B-NP	O	I-A1	Quantity	False
control+alt+delete	JJ	I-NP	O	I-A1	Existence	False
business	NN	E-NP	O	I-A1	Existence	False
anymore	RB	S-ADVP	O	E-A1	O	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	O	False
bought	VBD	S-VP	O	S-V	O	False
this	DT	B-NP	O	B-A1	O	False
laptop	NN	E-NP	O	E-A1	O	False
because	IN	B-PP	O	B-AM-CAU	O	False
of	IN	E-PP	O	I-AM-CAU	O	False
the	DT	B-NP	O	I-AM-CAU	O	False
performance	NN	E-NP	O	I-AM-CAU	O	True
to	TO	S-PP	O	I-AM-CAU	O	False
price	NN	B-NP	O	I-AM-CAU	O	True
ratio	NN	E-NP	O	E-AM-CAU	O	False
.	.	O	O	-	O	False

PC	NN	S-NP	S-ORG	S-A0	O	False
never	RB	S-ADVP	O	S-AM-TMP	O	False
worked	VBD	S-VP	O	S-V	O	False
right	RB	B-ADVP	O	B-AM-TMP	O	False
even	RB	E-ADVP	O	I-AM-TMP	O	False
after	IN	S-SBAR	O	I-AM-TMP	O	False
BIOS	NNP	S-NP	O	S-A0	O	False
fixed	VBN	S-VP	O	S-V	O	False
.	.	O	O	-	O	False

After	IN	S-PP	O	B-AM-TMP	O	False
having	VBG	S-VP	O	I-AM-TMP	O	False
two	CD	B-NP	O	I-AM-TMP	O	False
PC	NN	I-NP	S-ORG	I-AM-TMP	O	False
laptops	NNS	E-NP	O	I-AM-TMP	O	False
die	VBP	S-VP	O	I-AM-TMP	O	False
with	IN	S-PP	O	I-AM-TMP	O	False
in	IN	S-PP	O	I-AM-TMP	O	False
the	DT	B-NP	O	I-AM-TMP	O	False
past	JJ	I-NP	O	I-AM-TMP	O	False
3	CD	I-NP	O	I-AM-TMP	O	False
years	NNS	E-NP	O	E-AM-TMP	O	False
,	,	O	O	-	O	False
I	PRP	S-NP	O	S-A1	Have_associated	False
was	VBD	B-VP	O	-	O	False
led	VBN	E-VP	O	S-V	O	False
to	TO	S-PP	O	B-A2	O	False
the	DT	B-NP	O	I-A2	O	False
Apple	NNP	I-NP	S-ORG	I-A2	O	False
display	NN	E-NP	O	I-A2	O	False
at	IN	S-PP	O	I-A2	O	False
Best	NNP	B-NP	S-ORG	I-A2	O	False
Buy	NNP	E-NP	O	I-A2	O	False
by	IN	S-PP	O	I-A2	O	False
the	DT	B-NP	O	I-A2	O	False
sleek	JJ	I-NP	O	I-A2	O	False
design	NN	I-NP	O	I-A2	O	True
and	CC	I-NP	O	I-A2	O	False
promise	NN	E-NP	O	I-A2	O	False
of	IN	S-PP	O	I-A2	O	False
less	JJR	B-NP	O	I-A2	O	False
tech	NN	I-NP	O	I-A2	O	True
issues	NNS	E-NP	O	E-A2	O	True
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Becoming_aware	False
have	VBP	S-VP	O	S-V	Possession	False
a	DT	B-NP	O	B-A1	Possession	False
laptop	NN	E-NP	O	I-A1	Possession	False
as	IN	S-PP	O	I-A1	O	False
my	PRP$	B-NP	O	I-A1	O	False
regular	JJ	I-NP	O	I-A1	O	False
computer	NN	E-NP	O	E-A1	O	False
,	,	O	O	-	O	False
but	CC	O	O	-	O	False
found	VBD	S-VP	O	S-V	Becoming_aware	False
that	IN	S-SBAR	O	B-A1	Becoming_aware	False
disconnecting	VBG	S-VP	O	S-V	Becoming_aware	False
it	PRP	S-NP	O	S-A1	Locative_relation	False
and	CC	O	O	I-A1	Becoming_aware	False
lugging	VBG	S-VP	O	S-V	Bringing	False
it	PRP	S-NP	O	S-A1	Locative_relation	False
around	RB	S-ADVP	O	S-AM-DIR	Locative_relation	False
was	VBD	S-VP	O	I-A1	Becoming_aware	False
a	DT	B-NP	O	I-A1	Becoming_aware	False
drag	NN	E-NP	O	E-A1	Ingest_substance	False
.	.	O	O	-	O	False

This	DT	S-NP	O	-	O	False
is	VBZ	S-VP	O	-	O	False
my	PRP$	B-NP	O	-	O	False
second	JJ	I-NP	O	-	Ordinal_numbers	False
MacBook	NNP	E-NP	S-ORG	-	Ordinal_numbers	False
.	.	O	O	-	O	False

The	DT	B-NP	O	-	O	False
